SALE TYPE,PROPERTY TYPE,ADDRESS,COUNTY,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,DAYS ON MARKET,Price/Square Feet,STATUS,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,HIGH_SCHOOL_RATING,PRICE_PR_SQFT,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,url
MLS Listing,Condo/Co-op,1910 Barrymore Cmn Unit G,Alameda,Fremont,CA,94538,599000,2.0,1.0,FREMONT,882.0,1.0,679.0,Active,https://www.redfin.com/CA/Fremont/1910-Barrymore-Cmn-94538/unit-G/home/1077297,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040490,N,Y,37.5543317,-121.9693731,7.0,679.0,4863.0,62.0,Bikeable,56.0,Somewhat walkable,"Places3 groceries, 27 restaurants, 6 parksTransit200, 210, 212, 215, 216, 217, 232, 239, 251, 625, 707, 710, 801, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S, U","Sep 28, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040490",https://www.redfin.com/CA/Fremont/1910-Barrymore-Cmn-94538/unit-G/home/1077297
MLS Listing,Single Family Residential,4559 Northdale Dr,Alameda,Fremont,CA,94536,1650000,3.0,2.0,GLENMOOR,1781.0,1.0,926.0,Active,https://www.redfin.com/CA/Fremont/4559-Northdale-Dr-94536/home/1052724,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040487,N,Y,37.5449293,-122.0004221,7.0,926.0,11870.0,43.0,Somewhat bikeable,35.0,Car-dependent,"Places4 groceries, 31 restaurants, 1 parkTransit200, 210, 212, 216, 232, 251, 620, 621, 625, 626, 628, 629, 801, 99, ACE, ACETrain, CC, SB, U","Sep 28, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040487",https://www.redfin.com/CA/Fremont/4559-Northdale-Dr-94536/home/1052724
MLS Listing,Condo/Co-op,5001 Shalimar Cir #1,Alameda,Fremont,CA,94555,770000,2.0,2.0,FREMONT,892.0,1.0,863.0,Active,https://www.redfin.com/CA/Fremont/5001-Shalimar-Cir-94555/unit-1/home/905892,MLSListings,ML81943467,N,Y,37.562425,-122.0493316,9.0,863.0,5779.0,50.0,Bikeable,43.0,Car-dependent,"Places2 groceries, 34 restaurants, 5 parksTransit200, 210, 232, 620, 621, 626, 628, 629, 801, 99, SB, U","Sep 28, 2023",Listed (Active)MLSListings #ML81943467,https://www.redfin.com/CA/Fremont/5001-Shalimar-Cir-94555/unit-1/home/905892
MLS Listing,Condo/Co-op,34109 Susa Ter,Alameda,Fremont,CA,94555,1550000,4.0,3.5,FREMONT,1969.0,1.0,787.0,Active,https://www.redfin.com/CA/Fremont/34109-Susa-Ter-94555/home/17185559,MLSListings,ML81943394,N,Y,37.5601138,-122.0625064,9.0,787.0,11243.0,54.0,Bikeable,28.0,Car-dependent,"Places3 groceries, 27 restaurants, 6 parksTransit200, 210, 232, 620, 621, 626, 628, 629, SB, U","Sep 28, 2023",Listed (Active)MLSListings #ML81943394,https://www.redfin.com/CA/Fremont/34109-Susa-Ter-94555/home/17185559
MLS Listing,Townhouse,37373 Viceroy Cmn,Alameda,Fremont,CA,94536,1639000,4.0,3.5,Not Listed,2191.0,1.0,748.0,Active,https://www.redfin.com/CA/Fremont/37373-Viceroy-CMN-94536/home/187725215,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040425,N,Y,37.544587,-122.017409,7.0,748.0,12046.0,46.0,Somewhat bikeable,34.0,Car-dependent,"Places4 groceries, 26 restaurants, 2 parksTransit200, 210, 212, 216, 232, 251, 620, 621, 625, 626, 628, 629, 801, 99, ACE, ACETrain, CC, SB, U","Sep 28, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040425",https://www.redfin.com/CA/Fremont/37373-Viceroy-CMN-94536/home/187725215
MLS Listing,Single Family Residential,35181 Mount Whitney Ter,Alameda,Fremont,CA,94536,1799000,4.0,3.0,NILES AREA,2196.0,1.0,819.0,Active,https://www.redfin.com/CA/Fremont/35181-Mount-Whitney-Ter-94536/home/1208617,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040416,N,Y,37.5880648,-122.0032673,7.0,819.0,13049.0,43.0,Somewhat bikeable,45.0,Car-dependent,"Places4 groceries, 31 restaurants, 16 parksTransit200, 216, 232, 251, 625, 801, 97, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S","Sep 28, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040416",https://www.redfin.com/CA/Fremont/35181-Mount-Whitney-Ter-94536/home/1208617
MLS Listing,Mobile/Manufactured Home,4141 Deep Creek Rd #181,Alameda,Fremont,CA,94555,198800,2.0,2.0,BESARO MHP,1152.0,2.0,173.0,Active,https://www.redfin.com/CA/Fremont/4141-Deep-Creek-Rd-94555/unit-181/home/21855542,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040411,N,Y,37.5788818,-122.0530485,9.0,173.0,1427.0,60.0,Bikeable,46.0,Car-dependent,"Places6 groceries, 20 restaurants, 9 parksTransit200, 210, 232, 621, 97, SB","Sep 27, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040411",https://www.redfin.com/CA/Fremont/4141-Deep-Creek-Rd-94555/unit-181/home/21855542
MLS Listing,Condo/Co-op,969 Avila Terraza,Alameda,Fremont,CA,94538,910000,2.0,2.0,ANDALUSIA,1102.0,2.0,826.0,Active,https://www.redfin.com/CA/Fremont/969-Avila-Terraza-94538/home/187684541,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040313,N,Y,37.559889,-121.967178,7.0,826.0,7010.0,60.0,Bikeable,30.0,Car-dependent,"Places1 grocery, 22 restaurants, 7 parksTransit200, 210, 212, 215, 216, 217, 232, 239, 251, 625, 707, 710, 801, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S, U","Sep 27, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040313",https://www.redfin.com/CA/Fremont/969-Avila-Terraza-94538/home/187684541
MLS Listing,Townhouse,38856 Northern Cmn,Alameda,Fremont,CA,94536,1099000,3.0,2.5,LAKE POINT,1400.0,2.0,785.0,Active,https://www.redfin.com/CA/Fremont/38856-Northern-Cmn-94536/home/1069851,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040273,N,Y,37.5607367,-121.9732418,7.0,785.0,8106.0,77.0,Very bikeable,44.0,Car-dependent,"Places3 groceries, 27 restaurants, 4 parksTransit200, 210, 212, 215, 216, 217, 232, 239, 251, 625, 707, 710, 801, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S, U","Sep 26, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040273",https://www.redfin.com/CA/Fremont/38856-Northern-Cmn-94536/home/1069851
MLS Listing,Single Family Residential,191 W Hunter Ln,Alameda,Fremont,CA,94539,2699000,4.0,2.5,MISSION,2539.0,2.0,1063.0,Active,https://www.redfin.com/CA/Fremont/191-W-Hunter-Ln-94539/home/1789945,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040279,N,Y,37.520998,-121.9185771,10.0,1063.0,19084.0,33.0,Somewhat bikeable,42.0,Car-dependent,"Places1 grocery, 21 restaurants, 6 parksTransit210, 215, 217, 239, 623, 624, Green-N, Green-S, Orange-N, Orange-S, Route 6","Sep 26, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040279",https://www.redfin.com/CA/Fremont/191-W-Hunter-Ln-94539/home/1789945
MLS Listing,Condo/Co-op,5670 Salvia Cmn,Alameda,Fremont,CA,94538,898000,2.0,2.5,Unknown,1157.0,2.0,776.0,Active,https://www.redfin.com/CA/Fremont/5670-Salvia-Cmn-94538/home/187364315,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040288,N,Y,37.5214073,-121.9840972,7.0,776.0,6684.0,49.0,Somewhat bikeable,50.0,Somewhat walkable,"Places3 groceries, 33 restaurants, 2 parksTransit200, 210, 212, 215, 216, 232, 239, 251, 620, 623, 626, 628, 629, 801, 99, SB","Sep 27, 2023","Listed (Active)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040288",https://www.redfin.com/CA/Fremont/5670-Salvia-Cmn-94538/home/187364315
MLS Listing,Condo/Co-op,41622 Belford Ter,Alameda,Fremont,CA,94538,1296880,4.0,3.0,Not Listed,1569.0,3.0,827.0,Active,https://www.redfin.com/CA/Fremont/41622-Belford-TER-94538/home/187669175,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040228,N,Y,37.529383,-121.954991,9.0,827.0,9640.0,66.0,Bikeable,85.0,Very walkable,"Places5 groceries, 23 restaurants, 0 parksTransit210, 212, 215, 216, 217, 239, 623, 624","Sep 26, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040228",https://www.redfin.com/CA/Fremont/41622-Belford-TER-94538/home/187669175
MLS Listing,Single Family Residential,4629 Diaz Dr,Alameda,Fremont,CA,94536,1350000,3.0,2.0,CABRILLO,1558.0,3.0,866.0,Active,https://www.redfin.com/CA/Fremont/4629-Diaz-Dr-94536/home/1401314,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039045,N,Y,37.5606553,-122.0309589,9.0,866.0,9545.0,38.0,Somewhat bikeable,32.0,Car-dependent,"Places6 groceries, 21 restaurants, 10 parksTransit200, 210, 232, 251, 620, 621, 626, 628, 629, 801, 99, ACE, SB, U","Sep 26, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039045",https://www.redfin.com/CA/Fremont/4629-Diaz-Dr-94536/home/1401314
MLS Listing,Single Family Residential,5282 Abbey Ct,Alameda,Newark,CA,94560,1075000,3.0,2.0,Not Listed,1126.0,4.0,955.0,Active,https://www.redfin.com/CA/Newark/5282-Abbey-Ct-94560/home/1347569,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039393,N,Y,37.5440022,-122.0225266,5.0,955.0,7714.0,53.0,Bikeable,71.0,Very walkable,"Places5 groceries, 22 restaurants, 4 parksTransit200, 210, 232, 251, 620, 621, 625, 626, 628, 629, 801, 99, ACE, ACETrain, CC, SB, U","Sep 26, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039393",https://www.redfin.com/CA/Newark/5282-Abbey-Ct-94560/home/1347569
MLS Listing,Single Family Residential,634 Cuenca Way,Alameda,Fremont,CA,94536,1799000,3.0,2.5,RANCHO ARROYO,2281.0,4.0,789.0,Active,https://www.redfin.com/CA/Fremont/634-Cuenca-Way-94536/home/1527945,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037402,N,Y,37.5760178,-121.9942893,7.0,789.0,12909.0,37.0,Somewhat bikeable,24.0,Car-dependent,"Places3 groceries, 20 restaurants, 14 parksTransit200, 210, 215, 216, 217, 232, 251, 621, 625, 707, 710, 801, 99, ACE, ACETrain, BridgeA, BridgeB, CC, Green-N, Green-S, Orange-N, Orange-S, U","Sep 25, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037402",https://www.redfin.com/CA/Fremont/634-Cuenca-Way-94536/home/1527945
MLS Listing,Single Family Residential,33193 Lake Garrison St,Alameda,Fremont,CA,94555,1490000,4.0,2.0,FREMONT,1629.0,4.0,915.0,Active,https://www.redfin.com/CA/Fremont/33193-Lake-Garrison-St-94555/home/1944067,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039021,N,Y,37.5845816,-122.0542139,9.0,915.0,10535.0,61.0,Bikeable,45.0,Car-dependent,"Places6 groceries, 23 restaurants, 12 parksTransit210, 232, 41, 56, 621, 97","Sep 25, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039021",https://www.redfin.com/CA/Fremont/33193-Lake-Garrison-St-94555/home/1944067
MLS Listing,Single Family Residential,2717 Meadowlark Dr,Alameda,Union City,CA,94587,1098888,3.0,2.0,UNION CITY,1392.0,4.0,789.0,Active,https://www.redfin.com/CA/Union-City/2717-Meadowlark-Dr-94587/home/22962686,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040106,N,Y,37.5891782,-122.041412,6.0,789.0,7770.0,51.0,Bikeable,41.0,Car-dependent,"Places8 groceries, 26 restaurants, 4 parksTransit200, 210, 216, 232, 621, 801, 97, 99","Sep 25, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040106",https://www.redfin.com/CA/Union-City/2717-Meadowlark-Dr-94587/home/22962686
MLS Listing,Single Family Residential,41102 Saint Anthony Dr,Alameda,Fremont,CA,94539,1699999,3.0,2.0,MISSION SAN JOSE,1749.0,6.0,972.0,Active,https://www.redfin.com/CA/Fremont/41102-Saint-Anthony-Dr-94539/home/807313,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040079,N,Y,37.5481792,-121.9410671,10.0,972.0,12199.0,51.0,Bikeable,28.0,Car-dependent,"Places3 groceries, 13 restaurants, 5 parksTransit210, 212, 215, 217, 232, 239, 623, 624, Route 6","Sep 23, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040079",https://www.redfin.com/CA/Fremont/41102-Saint-Anthony-Dr-94539/home/807313
MLS Listing,Multi-Family (2-4 Unit),36933 Niles Blvd,Alameda,Fremont,CA,94536,1425000,2.0,2.5,Fremont,2216.0,7.0,643.0,Active,https://www.redfin.com/CA/Fremont/36933-Niles-Blvd-94536/home/643237,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040000,N,Y,37.5778524,-121.9850215,7.0,643.0,10225.0,62.0,Bikeable,78.0,Very walkable,"Places3 groceries, 17 restaurants, 11 parksTransit200, 210, 212, 215, 216, 217, 232, 239, 251, 625, 707, 710, 801, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S, U","Sep 22, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41040000",https://www.redfin.com/CA/Fremont/36933-Niles-Blvd-94536/home/643237
MLS Listing,Condo/Co-op,47112 Warm Springs Blvd #320,Alameda,Fremont,CA,94539,699000,2.0,2.0,REDWOOD SQUARE,1051.0,7.0,665.0,Active,https://www.redfin.com/CA/Fremont/47112-Warm-Springs-Blvd-94539/unit-320/home/2009778,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039977,N,Y,37.4857209,-121.9263224,9.0,665.0,5392.0,66.0,Bikeable,70.0,Very walkable,"Places5 groceries, 38 restaurants, 3 parksTransit215, 217, 239, 623, 624, 66, Green-N, Green-S, Orange-N, Orange-S","Sep 22, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039977",https://www.redfin.com/CA/Fremont/47112-Warm-Springs-Blvd-94539/unit-320/home/2009778
MLS Listing,Single Family Residential,1035 Barry Way,Alameda,Fremont,CA,94536,1580000,4.0,2.0,FREMONT,1724.0,7.0,916.0,Active,https://www.redfin.com/CA/Fremont/1035-Barry-Way-94536/home/1736996,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038808,N,Y,37.5641635,-121.9768816,7.0,916.0,11338.0,63.0,Bikeable,38.0,Car-dependent,"Places2 groceries, 28 restaurants, 3 parksTransit200, 210, 212, 215, 216, 217, 232, 239, 251, 625, 707, 710, 801, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S, U","Sep 22, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41038808",https://www.redfin.com/CA/Fremont/1035-Barry-Way-94536/home/1736996
MLS Listing,Single Family Residential,34478 Benedick Ln,Alameda,Fremont,CA,94555,1395000,3.0,2.5,ARDENWOOD,1373.0,7.0,1016.0,Active,https://www.redfin.com/CA/Fremont/34478-Benedick-Ln-94555/home/1273864,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038653,N,Y,37.5686719,-122.0447419,9.0,946.0,9185.0,51.0,Bikeable,36.0,Car-dependent,"Places5 groceries, 25 restaurants, 7 parksTransit200, 210, 232, 621, 626, 628, 629, 801, 97, 99, SB, U","Sep 29, 2023","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #41038653",https://www.redfin.com/CA/Fremont/34478-Benedick-Ln-94555/home/1273864
MLS Listing,Single Family Residential,5445 Sunstar Cmn,Alameda,Fremont,CA,94555,1388000,4.0,2.5,FREMONT,1642.0,8.0,845.0,Active,https://www.redfin.com/CA/Fremont/5445-Sunstar-Cmn-94555/home/1805980,MLSListings,ML81942814,N,Y,37.5613625,-122.0565312,9.0,845.0,9879.0,47.0,Somewhat bikeable,29.0,Car-dependent,"Places3 groceries, 31 restaurants, 5 parksTransit200, 210, 232, 620, 621, 626, 628, 629, 801, 99, SB, U","Sep 21, 2023",Listed (Active)MLSListings #ML81942814,https://www.redfin.com/CA/Fremont/5445-Sunstar-Cmn-94555/home/1805980
MLS Listing,Townhouse,5510 Cosmos Cmn Unit C,Alameda,Fremont,CA,94538,699000,2.0,2.0,STEVENSON AREA,850.0,8.0,822.0,Active,https://www.redfin.com/CA/Fremont/5510-Cosmos-Cmn-94538/unit-C/home/187623669,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039829,N,Y,37.521003,-121.9834578,7.0,822.0,5351.0,48.0,Somewhat bikeable,47.0,Car-dependent,"Places3 groceries, 33 restaurants, 3 parksTransit200, 210, 212, 215, 216, 232, 239, 251, 620, 623, 626, 628, 629, 801, 99, SB","Sep 21, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039829",https://www.redfin.com/CA/Fremont/5510-Cosmos-Cmn-94538/unit-C/home/187623669
MLS Listing,Single Family Residential,49042 Feather Grass Ter,Alameda,Fremont,CA,94539,1525000,3.0,2.5,WARM SPRINGS,1785.0,8.0,854.0,Active,https://www.redfin.com/CA/Fremont/49042-Feather-Grass-Ter-94539/home/22652006,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039627,N,Y,37.4603658,-121.9174196,9.0,854.0,10882.0,64.0,Bikeable,50.0,Somewhat walkable,"Places2 groceries, 30 restaurants, 5 parksTransit215, 217, 239, 44, 47, 623, 66, ACE Purple, Express 104, School 246, School 247","Sep 21, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039627",https://www.redfin.com/CA/Fremont/49042-Feather-Grass-Ter-94539/home/22652006
MLS Listing,Single Family Residential,4522 San Juan Ave,Alameda,Fremont,CA,94536,1375000,3.0,2.0,CABRILLO AREA,1178.0,8.0,1167.0,Active,https://www.redfin.com/CA/Fremont/4522-San-Juan-Ave-94536/home/1736588,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039608,N,Y,37.55798,-122.0229656,7.0,1167.0,9722.0,48.0,Somewhat bikeable,48.0,Car-dependent,"Places3 groceries, 24 restaurants, 5 parksTransit200, 210, 232, 251, 620, 621, 625, 626, 628, 801, 99, ACE, ACETrain, CC, SB, U","Sep 21, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039608",https://www.redfin.com/CA/Fremont/4522-San-Juan-Ave-94536/home/1736588
MLS Listing,Other,36341 Mission Blvd,Alameda,Fremont,CA,94536,4950000,3.0,2.5,FREMONT,1700.0,9.0,778.0,Active,https://www.redfin.com/CA/Fremont/36341-Mission-Blvd-94536/home/17519214,MLSListings,ML81942637,N,Y,37.580875,-121.99155,7.0,779.0,35520.0,53.0,Bikeable,37.0,Car-dependent,"Places3 groceries, 16 restaurants, 16 parksTransit200, 210, 216, 217, 232, 251, 625, 707, 801, 97, 99, ACE, ACETrain, BridgeA, BridgeB, CC, Green-N, Green-S, Orange-N, Orange-S, U","Sep 20, 2023",Listed (Active)MLSListings #ML81942637,https://www.redfin.com/CA/Fremont/36341-Mission-Blvd-94536/home/17519214
MLS Listing,Townhouse,37988 Luma Ter,Alameda,Newark,CA,94560,1170000,3.0,3.0,NEWARK,1540.0,9.0,760.0,Active,https://www.redfin.com/CA/Newark/37988-Luma-Ter-94560/home/108578031,MLSListings,ML81942590,N,Y,37.5360774,-122.015252,5.0,760.0,8709.0,47.0,Somewhat bikeable,57.0,Somewhat walkable,"Places3 groceries, 23 restaurants, 3 parksTransit200, 210, 212, 216, 232, 251, 620, 621, 625, 626, 628, 629, 801, 99, SB","Sep 20, 2023",Listed (Active)MLSListings #ML81942590,https://www.redfin.com/CA/Newark/37988-Luma-Ter-94560/home/108578031
MLS Listing,Single Family Residential,41744 Chadbourne Dr,Alameda,Fremont,CA,94539,1799888,3.0,2.0,MISSION RANCH,1470.0,9.0,1224.0,Active,https://www.redfin.com/CA/Fremont/41744-Chadbourne-Dr-94539/home/2020892,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039080,N,Y,37.5381635,-121.9441554,10.0,1224.0,12726.0,43.0,Somewhat bikeable,37.0,Car-dependent,"Places2 groceries, 14 restaurants, 3 parksTransit210, 212, 215, 217, 239, 623, 624, Route 6","Sep 20, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039080",https://www.redfin.com/CA/Fremont/41744-Chadbourne-Dr-94539/home/2020892
MLS Listing,Condo/Co-op,3300 Wolcott #104,Alameda,Fremont,CA,94538,649999,2.0,2.0,FREMONT,1013.0,9.0,642.0,Active,https://www.redfin.com/CA/Fremont/3300-Wolcott-Cmn-94538/unit-104/home/1538183,MLSListings,ML81942561,N,Y,37.537752,-121.957878,7.0,642.0,5055.0,57.0,Bikeable,73.0,Very walkable,"Places6 groceries, 26 restaurants, 0 parksTransit210, 212, 215, 216, 217, 239, 623, 624","Sep 20, 2023",Listed (Active)MLSListings #ML81942561,https://www.redfin.com/CA/Fremont/3300-Wolcott-Cmn-94538/unit-104/home/1538183
MLS Listing,Single Family Residential,2800 Pinnacles Ter,Alameda,Fremont,CA,94538,1398000,4.0,3.5,CENTRAL PARK,2093.0,11.0,668.0,Active,https://www.redfin.com/CA/Fremont/2800-Pinnacles-Ter-94538/home/40627568,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41036226,N,Y,37.5393276,-121.9550238,7.0,668.0,10182.0,53.0,Bikeable,61.0,Somewhat walkable,"Places5 groceries, 25 restaurants, 0 parksTransit210, 212, 215, 216, 217, 239, 623, 624","Sep 18, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41036226",https://www.redfin.com/CA/Fremont/2800-Pinnacles-Ter-94538/home/40627568
MLS Listing,Single Family Residential,3230 Dollinger Ct,Alameda,Fremont,CA,94536,1599000,4.0,2.0,PARKMONT VILLAGE,1676.0,12.0,954.0,Active,https://www.redfin.com/CA/Fremont/3230-Dollinger-Ct-94536/home/1951969,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039445,N,Y,37.5590951,-121.9968018,7.0,954.0,11331.0,55.0,Bikeable,50.0,Somewhat walkable,"Places3 groceries, 24 restaurants, 2 parksTransit200, 210, 212, 215, 216, 217, 232, 239, 251, 621, 625, 707, 710, 801, 99, ACE, ACETrain, BridgeA, BridgeB, CC, Green-N, Green-S, Orange-N, Orange-S, U","Sep 17, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039445",https://www.redfin.com/CA/Fremont/3230-Dollinger-Ct-94536/home/1951969
MLS Listing,Multi-Family (2-4 Unit),37167 Mission Blvd,Alameda,Fremont,CA,94536,960000,2.0,2.5,Fremont,1662.0,13.0,578.0,Active,https://www.redfin.com/CA/Fremont/37167-Mission-Blvd-94536/home/1697343,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039428,N,Y,37.5785079,-121.9812173,7.0,578.0,6788.0,63.0,Bikeable,76.0,Very walkable,"Places3 groceries, 16 restaurants, 10 parksTransit200, 212, 215, 216, 217, 232, 239, 251, 625, 707, 710, 801, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S, U","Sep 16, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039428",https://www.redfin.com/CA/Fremont/37167-Mission-Blvd-94536/home/1697343
MLS Listing,Townhouse,3551 Gilman Cmn,Alameda,Fremont,CA,94538,1520000,3.0,2.5,LIBERTY COMMONS,1935.0,13.0,786.0,Active,https://www.redfin.com/CA/Fremont/3551-Gilman-Cmn-94538/home/1865361,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039417,N,Y,37.5473686,-121.9776813,7.0,786.0,11172.0,76.0,Very bikeable,84.0,Very walkable,"Places6 groceries, 34 restaurants, 2 parksTransit200, 210, 212, 215, 216, 217, 232, 239, 251, 625, 707, 710, 801, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S, U","Sep 16, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039417",https://www.redfin.com/CA/Fremont/3551-Gilman-Cmn-94538/home/1865361
MLS Listing,Single Family Residential,3248 Bruce Dr,Alameda,Fremont,CA,94539,2899000,4.0,4.0,MISSION,2704.0,14.0,1072.0,Active,https://www.redfin.com/CA/Fremont/3248-Bruce-Dr-94539/home/1737740,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039323,N,Y,37.5321881,-121.9517993,10.0,1072.0,20802.0,37.0,Somewhat bikeable,68.0,Somewhat walkable,"Places5 groceries, 23 restaurants, 0 parksTransit210, 212, 215, 216, 217, 239, 623, 624","Sep 15, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039323",https://www.redfin.com/CA/Fremont/3248-Bruce-Dr-94539/home/1737740
MLS Listing,Single Family Residential,3770 Union St,Alameda,Fremont,CA,94538,1265000,3.0,2.0,IRVINGTON DIST.,1450.0,14.0,872.0,Active,https://www.redfin.com/CA/Fremont/3770-Union-St-94538/home/1943829,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039320,N,Y,37.5341286,-121.9577316,7.0,872.0,9077.0,60.0,Bikeable,91.0,Walker's paradise,"Places6 groceries, 25 restaurants, 0 parksTransit210, 212, 215, 216, 217, 239, 623, 624","Sep 15, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039320",https://www.redfin.com/CA/Fremont/3770-Union-St-94538/home/1943829
MLS Listing,Single Family Residential,3742 Union St,Alameda,Fremont,CA,94538,1265000,2.0,1.0,IRVINGTON DIST.,1035.0,14.0,1222.0,Active,https://www.redfin.com/CA/Fremont/3742-Union-St-94538/home/1336418,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039318,N,Y,37.5342303,-121.9576428,7.0,1222.0,9077.0,60.0,Bikeable,91.0,Walker's paradise,"Places6 groceries, 25 restaurants, 0 parksTransit210, 212, 215, 216, 217, 239, 623, 624","Sep 15, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039318",https://www.redfin.com/CA/Fremont/3742-Union-St-94538/home/1336418
MLS Listing,Condo/Co-op,39993 Fremont Blvd #103,Alameda,Fremont,CA,94538,495000,1.0,1.0,FREMONT,922.0,14.0,537.0,Active,https://www.redfin.com/CA/Fremont/39993-Fremont-Blvd-94538/unit-103/home/171737031,MLSListings,ML81942061,N,Y,37.5405731,-121.9741937,7.0,537.0,4120.0,57.0,Bikeable,64.0,Somewhat walkable,"Places5 groceries, 25 restaurants, 5 parksTransit200, 210, 212, 215, 216, 217, 232, 239, 251, 623, 625, 707, 710, 801, 99, BridgeA, BridgeB, Green-N, Green-S, Orange-N, Orange-S, U","Sep 15, 2023",Listed (Active)MLSListings #ML81942061,https://www.redfin.com/CA/Fremont/39993-Fremont-Blvd-94538/unit-103/home/171737031
